sent-id,num_statements
1242,1
1831,1
42248,1
10101,1
12370,3
9686,2
1713,2
1137,1
42003,1
29298,1
27281,2
42344,1
42316,1
9874,1
50753,1
9888,3
1465,1
27053,1
1049,2
27142,2
9991,1
29490,1
29514,1
12232,1
1812,2
29538,1
29718,2
9693,1
29377,1
26982,1
42455,1
1766,1
12072,1
42052,1
1034,1
1398,2
1811,2
27271,1
42486,1
27174,1
29581,3
12094,1
1996,1
1991,2
9981,2
12343,1
42117,1
10077,3
10160,1
26889,1
12214,2
9784,1
10124,1
12106,1
29243,1
1976,1
27268,2
27343,2
27230,2
1915,1
12288,1
1275,1
42061,1
29308,2
29347,1
20010,1
41997,2
9900,1
2045,3
12357,1
42258,1
2070,2
26874,1
42046,1
12221,2
9844,1
2147,2
29316,1
29529,2
990,1
2084,2
1125,1
10109,1
9685,2
12554,1
10055,1
9794,1
29537,2
26879,2
12297,1
27273,1
27092,1
1213,1
29582,2
9999,1
1019,1
27075,2
29661,1
1960,1
26941,1
29394,1
1800,1
10011,2
1670,1
29230,1
42296,1
1205,1
1140,1
29285,1
29288,1
42312,1
42218,1
9703,1
1975,3
42348,1
9876,1
9833,1
1073,2
42165,2
1702,2
42203,1
26991,5
10084,2
29431,1
12301,1
1079,2
10040,2
1994,1
29615,1
1859,3
9719,1
26976,2
29684,1
2047,3
1938,2
27164,1
10003,2
29312,1
1399,1
10164,1
1344,1
29311,1
27176,1
12510,1
1804,3
12114,1
29440,2
27349,2
29339,2
1768,2
29322,2
1788,5
12392,1
29233,3
26977,3
12143,1
12096,1
1886,2
42280,1
29392,1
9870,2
27286,1
2138,2
1982,2
9925,1
42279,3
1681,1
29689,1
2012,1
42402,1
1413,1
12138,1
12568,1
10063,1
1182,2
42224,2
27272,2
27304,1
27160,2
26987,1
1076,2
42286,1
1836,2
9901,1
27113,2
29300,1
1149,1
1336,2
2104,1
12271,3
42317,1
27147,1
1360,3
1961,2
9771,3
1314,2
29717,1
26890,1
29258,1
1785,4
42321,1
9803,2
29573,1
9779,2
26956,1
27177,2
12440,2
12729,1
29430,2
9873,2
27239,1
42423,1
12149,1
9786,3
1318,1
1433,1
27249,1
27206,2
42234,1
993,1
27148,1
29303,1
26921,2
27008,3
10120,4
1233,1
27318,3
42186,1
42103,1
27333,1
996,1
42127,1
12401,1
42300,2
1467,1
12351,1
42122,1
12266,3
12165,1
1371,2
12113,1
2024,1
1657,1
29484,2
29289,2
1971,1
12283,2
1796,2
42288,1
42409,1
1448,1
42233,2
1716,1
9812,2
29657,1
27096,1
9712,1
42075,1
42420,1
12080,1
1357,1
1845,1
9830,1
42453,1
42148,1
29617,1
27021,2
29678,1
9790,4
27198,2
1218,1
2007,1
29660,1
9711,1
12326,1
42012,1
27238,1
