sent-id,num_statements
29326,1
29551,1
27349,2
12401,1
10088,1
9902,2
12366,2
42078,2
1713,2
42303,2
12281,1
2043,1
42255,1
12467,1
42239,1
9898,1
9705,2
29353,3
1322,1
27002,2
12545,1
27094,1
10116,1
27206,2
1438,2
1167,2
12476,1
1973,3
27182,3
10004,2
12165,1
9740,3
26986,1
12291,1
12286,1
2034,2
1100,2
27345,1
1363,2
42503,1
42159,2
9944,1
9798,1
42448,1
9793,4
1195,1
42479,1
42077,1
42237,1
29698,3
29285,1
1450,1
12342,2
9764,2
1379,2
9678,4
27079,1
42018,1
1785,4
10138,2
27126,1
1046,1
2051,3
29416,2
1836,2
10090,1
12214,2
42142,1
10107,1
42122,1
9770,2
1061,1
26891,3
12500,1
29289,2
12117,1
12463,1
1423,1
27001,1
42292,1
29648,1
1815,1
29360,1
27026,2
2076,3
12174,2
29657,1
29480,2
9732,2
12537,1
12264,1
1143,2
27053,1
27179,3
1197,1
27014,2
26861,1
1693,1
1025,4
2151,1
29631,1
29605,2
9906,1
27353,2
10163,1
42209,1
1178,1
29410,1
42061,1
1094,1
12148,1
12135,1
29302,2
9810,1
10044,3
1993,1
1935,2
2044,2
9663,2
29303,1
12400,1
29291,1
29578,1
1862,1
42405,2
29453,3
9796,1
9819,3
9696,1
12456,3
42012,1
1711,1
26880,1
1287,2
27042,1
2092,2
29394,1
27150,1
1938,2
42478,1
29222,2
42330,1
29218,2
1055,1
1232,1
2152,2
1954,2
27262,2
27303,2
1290,1
1750,1
27237,2
27222,2
29622,1
42082,1
1668,1
29361,1
42415,4
1022,2
1204,1
29268,1
12256,2
20010,1
12466,4
40,2
1272,1
29620,2
42124,1
12227,2
29331,1
42384,1
1490,3
27253,1
999,1
9929,1
9830,1
2012,1
1740,2
26874,1
12303,1
12266,3
12379,1
42381,2
12527,1
1902,1
1995,1
29358,1
1133,1
27109,2
26868,1
27145,1
26860,1
1708,1
42272,1
29646,1
27285,1
12127,1
2069,1
1922,2
12255,2
2150,2
42432,1
9748,1
12201,1
2095,3
42492,1
1704,1
9776,1
12370,3
1132,1
1111,1
2082,1
42212,1
9884,1
29559,1
42127,1
29443,1
9674,4
12542,2
9666,3
27029,1
2004,2
10112,1
27347,1
42084,1
9829,3
1185,2
1718,1
42344,1
29243,1
1991,2
42366,1
12220,1
12223,1
42079,1
42499,1
1868,1
27127,2
10015,1
27289,1
27130,1
29467,1
9680,3
1166,1
2120,1
27312,1
42185,1
42225,1
27067,1
12524,1
27277,2
1227,1
12234,1
42087,1
12241,1
42275,1
1688,1
29444,1
29425,1
1858,2
12355,1
10091,1
1779,2
27124,2
42475,2
10133,3
1426,2
1687,3
12262,1
27114,1
41998,3
1894,1
12196,1
2154,2
10122,2
27131,1
1334,1
12231,3
27287,1
1821,3
2013,2
26954,1
42496,1
29266,1
12541,2
27341,2
12115,2
12222,1
29543,1
1048,1
1984,1
29524,1
42006,2
9943,3
1765,2
9715,1
42156,1
12200,3
42175,1
27231,3
42343,1
1383,1
29369,2
10164,1
1847,1
1900,2
29420,1
1888,3
29670,1
26919,2
42057,2
1275,1
1399,1
42317,1
29367,1
10869,2
29402,1
9952,2
27326,2
2106,5
9892,1
1110,2
29531,3
12153,1
41994,1
27252,1
1886,2
29336,2
2058,3
2002,2
1045,1
29321,3
42138,1
27339,1
12086,2
29411,2
29445,1
12151,1
27087,2
29517,2
10092,1
1028,1
29612,1
27203,1
10119,1
1243,1
12544,1
29408,2
42011,2
12080,1
29312,1
29413,2
1280,1
9722,1
29395,2
1365,2
27258,1
27137,1
9791,4
1878,2
10160,1
26917,1
42206,1
27324,1
2142,1
27054,2
10000,2
1047,1
10115,1
12271,3
1041,1
10147,1
29663,1
26930,1
26907,1
29363,2
42411,2
1104,1
29688,1
9687,2
9836,2
1730,1
42495,1
1683,1
1898,1
1382,1
27115,1
27070,1
1775,2
10020,2
12100,1
2129,1
42245,2
12310,1
29597,1
1229,2
1738,1
9876,1
10156,2
27036,3
27279,1
1830,2
9837,1
42346,1
42370,2
5002,1
29397,1
1070,2
1216,2
10016,1
9673,1
27230,2
12212,2
26941,1
12559,1
42073,1
12414,2
1896,3
1478,1
27072,2
12570,1
27298,1
26889,1
1236,1
27290,1
42403,1
12362,2
9855,2
2068,2
1163,2
2145,1
12265,1
9822,2
1273,1
10026,1
42250,3
29613,3
11530,1
1915,1
42146,1
26855,1
1760,1
27000,2
27212,2
12534,1
27299,2
29459,2
9825,1
42444,1
29665,2
1058,1
1932,3
12300,1
1467,1
10151,2
27276,2
42494,1
12380,1
29261,2
29518,1
1134,1
29370,2
10140,3
12522,2
29298,1
29265,2
27162,2
26888,1
42281,1
1203,1
29236,2
1491,1
12084,1
9992,1
27125,2
29470,1
1979,2
2124,1
27263,2
26913,2
26935,3
27241,2
42184,1
42176,2
1056,1
29272,1
1368,2
10025,2
29702,1
9753,1
29295,1
1717,1
27190,1
1211,2
27197,1
27248,1
1092,1
42404,1
29405,1
9762,1
2072,1
1880,1
9779,2
9852,2
12172,1
12453,1
12438,1
9707,2
1849,3
12486,2
42065,1
1867,1
29664,1
1063,1
42276,1
9833,1
1766,1
27275,2
29379,4
26942,1
42285,1
12116,2
1165,1
2100,2
42425,1
29308,2
12562,1
42056,1
1722,1
1440,2
9667,3
12431,1
1466,1
42383,1
26967,2
1230,1
12564,1
12495,2
42288,1
1030,2
42297,1
1762,2
41997,2
12101,1
42027,1
1739,2
2119,2
12554,1
1741,1
1019,1
42410,2
42028,2
9868,2
12470,1
1040,1
9848,2
1328,1
42455,1
42203,1
27107,1
10128,1
1279,2
10060,1
42136,1
9887,1
9700,4
27238,1
27073,2
1754,2
29510,3
42130,1
26939,1
42407,1
1957,1
9706,2
29362,3
9915,3
12364,1
27005,2
1710,1
12207,2
42482,2
9784,1
12369,3
29680,2
29696,2
26951,2
12415,2
10103,2
29307,1
9935,1
1037,1
1662,1
42426,1
12087,1
42369,1
9790,4
12343,1
12224,2
1904,2
10136,3
1026,1
12293,1
1207,1
1661,2
26879,2
26909,2
12079,1
42190,2
1657,1
29342,1
1736,1
