sent-id,num_statements
40,2
989,1
990,1
991,2
992,1
993,1
994,1
995,1
996,1
997,2
998,2
999,1
1000,1
1001,1
1002,1
1003,1
1004,2
1005,2
1006,1
1007,1
1012,1
1013,2
1014,1
1015,2
1016,2
1017,1
1018,1
1019,1
1020,2
1022,2
1023,2
1024,2
1024,2
1025,4
1026,1
1028,1
1029,1
1030,2
1031,2
1032,3
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,2
1045,1
1046,1
1047,1
1048,1
1049,2
1049,2
1050,1
1052,1
1054,3
1055,1
1056,1
1057,3
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,2
1066,2
1068,1
1069,1
1070,2
1071,1
1072,2
1073,2
1076,2
1077,2
1079,2
1080,2
1082,2
1083,1
1085,1
1086,1
1087,1
1089,3
1090,1
1091,1
1092,1
1093,1
1094,1
1096,3
1097,1
1099,3
1100,2
1101,1
1103,3
1104,1
1105,1
1106,2
1108,1
1109,2
1110,2
1111,1
1112,1
1113,1
1117,4
1118,1
1120,1
1121,1
1122,2
1123,1
1125,1
1126,2
1127,2
1129,2
1130,1
1131,2
1132,1
1133,1
1134,1
1135,1
1136,2
1137,1
1138,2
1139,1
1140,1
1141,1
1142,1
1143,2
1144,1
1147,1
1148,1
1149,1
1150,1
1151,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,2
1161,2
1162,1
1163,2
1164,1
1165,1
1166,1
1167,2
1168,1
1169,1
1170,2
1171,2
1172,2
1178,1
1179,1
1181,2
1182,2
1184,3
1185,2
1186,1
1187,1
1189,1
1191,1
1193,1
1194,1
1195,1
1196,2
1197,1
1199,1
1201,1
1203,1
1204,1
1205,1
1206,2
1207,1
1208,3
1209,1
1211,2
1213,1
1215,2
1216,2
1217,2
1218,1
1219,2
1222,1
1226,1
1227,1
1228,1
1229,2
1230,1
1231,2
1232,1
1233,1
1234,2
1235,2
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,2
1252,2
1269,2
1271,2
1272,1
1273,1
1274,1
1275,1
1276,1
1277,2
1278,1
1279,2
1280,1
1281,2
1283,1
1287,2
1289,1
1290,1
1291,1
1292,1
1293,2
1294,3
1295,2
1296,1
1298,2
1301,1
1302,1
1310,1
1311,1
1312,1
1313,2
1314,2
1315,1
1316,1
1318,1
1319,1
1320,1
1322,1
1324,2
1325,2
1327,1
1328,1
1329,1
1330,1
1332,1
1333,1
1334,1
1335,2
1336,2
1337,1
1338,2
1339,1
1340,3
1341,2
1342,2
1343,1
1344,1
1345,3
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,2
1355,2
1356,1
1357,1
1358,1
1359,1
1360,3
1361,2
1362,2
1363,2
1364,1
1365,2
1366,1
1368,2
1369,1
1370,1
1371,2
1372,2
1373,1
1375,2
1376,4
1377,1
1378,1
1379,2
1380,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,1
1389,2
1390,1
1391,2
1392,1
1393,1
1394,1
1397,1
1398,2
1399,1
1400,1
1405,1
1406,1
1408,1
1413,1
1414,1
1418,1
1420,1
1421,1
1423,1
1424,1
1425,1
1426,2
1427,2
1428,1
1429,1
1431,1
1432,1
1433,1
1434,1
1436,4
1437,2
1438,2
1439,1
1440,2
1444,1
1445,1
1447,1
1448,1
1449,2
1450,1
1451,1
1453,1
1456,1
1457,1
1460,1
1462,1
1464,2
1465,1
1466,1
1467,1
1468,1
1469,2
1470,2
1471,1
1472,1
1473,1
1474,1
1475,3
1476,2
1477,1
1478,1
1480,1
1482,2
1484,2
1485,3
1486,1
1487,1
1488,2
1489,1
1490,3
1491,1
1492,3
1493,2
1494,1
1649,1
1650,1
1651,1
1652,2
1653,1
1654,1
1656,1
1657,1
1660,2
1661,2
1662,1
1663,1
1664,2
1665,1
1666,2
1667,2
1668,1
1669,1
1670,1
1671,1
1672,1
1673,2
1674,1
1675,1
1677,1
1678,2
1679,1
1680,1
1681,1
1682,1
1683,1
1684,3
1685,2
1686,1
1687,3
1688,1
1689,2
1690,2
1691,1
1692,1
1693,1
1694,2
1695,1
1696,1
1697,1
1698,2
1699,2
1700,2
1701,1
1702,2
1703,2
1704,1
1705,2
1706,2
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,2
1714,2
1715,1
1716,1
1717,1
1718,1
1719,1
1721,2
1722,1
1723,1
1726,1
1727,1
1729,1
1730,1
1732,1
1733,1
1735,1
1736,1
1737,1
1738,1
1739,2
1740,2
1741,1
1742,1
1748,1
1749,2
1750,1
1753,1
1754,2
1755,1
1756,3
1758,1
1759,1
1760,1
1761,3
1762,2
1764,1
1765,2
1766,1
1767,3
1768,2
1769,1
1770,3
1771,2
1772,2
1773,2
1774,2
1775,2
1777,2
1778,2
1779,2
1780,1
1781,1
1782,1
1783,1
1784,4
1785,4
1786,4
1787,4
1788,5
1789,4
1790,4
1791,2
1792,1
1795,2
1796,2
1797,1
1798,1
1800,1
1801,2
1803,3
1804,3
1807,1
1808,1
1811,2
1812,2
1813,1
1814,1
1815,1
1816,1
1821,3
1822,2
1823,2
1825,1
1826,1
1827,1
1828,1
1829,1
1830,2
1831,1
1832,1
1834,2
1835,1
1836,2
1837,1
1838,2
1840,1
1841,3
1842,1
1844,1
1845,1
1846,1
1847,1
1848,2
1849,3
1850,1
1851,2
1852,2
1853,1
1854,2
1855,2
1856,1
1857,1
1858,2
1859,3
1860,1
1861,3
1862,1
1863,1
1864,2
1865,2
1866,1
1867,1
1868,1
1869,2
1870,1
1872,2
1875,1
1876,1
1877,2
1878,2
1879,1
1880,1
1881,1
1882,1
1883,1
1884,2
1885,1
1886,2
1887,2
1888,3
1889,2
1890,1
1892,1
1893,1
1894,1
1896,3
1897,1
1898,1
1899,1
1900,2
1901,3
1902,1
1904,2
1907,1
1909,1
1910,2
1911,1
1914,1
1915,1
1916,2
1918,1
1919,1
1920,2
1922,2
1923,1
1926,1
1927,1
1928,2
1929,1
1930,2
1931,4
1932,3
1933,3
1935,2
1936,1
1937,1
1938,2
1940,2
1941,2
1942,2
1943,1
1944,1
1945,3
1947,1
1948,2
1954,2
1955,2
1956,2
1957,1
1958,1
1959,1
1960,1
1961,2
1962,2
1963,1
1964,2
1965,1
1966,4
1967,1
1968,3
1969,2
1970,2
1971,1
1972,4
1973,3
1974,3
1975,3
1976,1
1978,2
1979,2
1982,2
1983,1
1984,1
1985,3
1986,1
1987,1
1988,2
1989,1
1990,1
1991,2
1992,2
1993,1
1994,1
1995,1
1996,1
1997,1
1998,2
1999,1
2000,1
2002,2
2003,1
2004,2
2005,3
2006,2
2007,1
2008,1
2009,1
2010,2
2011,2
2012,1
2013,2
2014,2
2015,1
2016,1
2017,3
2018,1
2019,1
2020,2
2021,1
2022,1
2023,1
2024,1
2025,2
2026,3
2027,2
2028,2
2029,1
2031,2
2032,3
2033,3
2034,2
2035,1
2036,2
2037,1
2038,1
2039,2
2040,1
2042,3
2043,1
2044,2
2045,3
2046,1
2047,3
2048,2
2049,1
2050,2
2051,3
2052,2
2053,1
2054,2
2055,2
2056,1
2057,1
2058,3
2060,1
2061,2
2062,1
2063,1
2064,2
2065,1
2066,2
2067,2
2068,2
2069,1
2070,2
2071,2
2072,1
2073,1
2074,1
2075,1
2076,3
2077,1
2079,3
2080,3
2081,2
2082,1
2083,2
2084,2
2085,1
2086,1
2087,1
2088,2
2089,1
2090,2
2091,1
2092,2
2093,2
2094,2
2095,3
2098,1
2099,1
2100,2
2101,1
2102,1
2104,1
2105,2
2106,5
2107,2
2109,1
2110,2
2111,1
2112,2
2113,1
2114,2
2115,1
2116,2
2117,1
2118,2
2119,2
2120,1
2121,3
2122,1
2123,2
2124,1
2126,1
2127,2
2128,1
2129,1
2130,1
2131,2
2133,1
2134,2
2135,2
2136,2
2137,1
2138,2
2139,3
2140,1
2141,1
2142,1
2143,1
2144,2
2145,1
2146,4
2147,2
2150,2
2151,1
2152,2
2153,1
2154,2
2155,1
2156,1
3009,1
3010,1
4790,1
5002,1
5035,2
5040,2
5049,2
5064,2
5067,1
9441,1
9663,2
9664,1
9665,1
9666,3
9667,3
9668,1
9669,1
9670,1
9672,1
9673,1
9674,4
9675,2
9676,2
9677,2
9678,4
9679,1
9680,3
9682,2
9683,1
9685,2
9686,2
9687,2
9688,2
9689,1
9690,1
9691,2
9693,1
9694,1
9695,1
9696,1
9697,1
9700,4
9703,1
9704,4
9705,2
9706,2
9707,2
9711,1
