sent-id,num_statements
2073,1
1065,2
9987,2
12555,1
29583,1
1213,1
12423,1
1938,2
9856,3
42303,2
12198,3
42230,1
10103,2
12529,1
26856,2
1238,1
989,1
1349,1
1339,1
42067,1
27237,2
9876,1
42430,1
1382,1
1240,1
9918,1
42074,1
2144,2
42057,2
12181,1
1277,2
10869,2
27037,1
12485,1
29413,2
27121,1
42056,1
42011,2
2011,2
12070,1
10130,1
27223,4
29657,1
12326,1
27334,3
27161,1
10149,2
10056,1
9713,1
12145,3
12156,2
1024,2
9869,2
27226,2
26895,1
10029,1
1975,3
2082,1
10105,1
9782,3
12362,2
29317,1
42220,2
29535,1
27040,1
9705,2
42271,1
12089,1
9697,1
1438,2
42015,1
1785,4
9772,3
1337,1
27265,1
1968,3
29454,2
9730,1
29250,2
29450,2
12467,1
10152,2
2118,2
9769,1
27013,1
1155,1
27197,1
1071,1
10009,2
42388,1
29371,1
27246,1
26876,2
1961,2
42076,1
1159,1
2026,3
42204,1
9979,1
1705,2
12075,1
26976,2
1022,2
29597,1
10153,1
29293,1
1388,1
42428,1
27278,1
1698,2
42496,1
10125,1
27193,1
1233,1
27159,1
42028,2
2051,3
1792,1
1726,1
12100,1
12245,3
9900,1
2134,2
1232,1
1767,3
42426,1
42239,1
42464,1
9694,1
29622,1
10003,2
26886,1
2025,2
12333,1
1877,2
1196,2
29487,3
1681,1
27270,1
1936,1
29394,1
42369,1
12511,1
27074,1
1032,3
1038,1
9947,1
27353,2
12412,1
26961,2
10146,1
1669,1
1942,2
1379,2
9870,2
1933,3
42270,2
27297,2
27310,2
1764,1
10087,1
1144,1
12363,2
12480,2
12223,1
9859,1
12392,1
12129,2
9921,1
2137,1
26955,2
12107,1
1991,2
29268,1
1941,2
42348,1
1191,1
29568,1
12394,1
42460,2
5035,2
29686,1
9742,3
1024,2
2017,3
10166,1
12292,1
1369,1
42412,1
9827,1
29645,2
1707,1
2031,2
10037,1
10122,2
29433,1
42016,3
1437,2
42020,1
1999,1
27094,1
12193,2
42053,2
1187,1
1320,1
995,1
9729,1
42265,2
42128,1
1058,1
11530,1
12486,2
26983,1
1974,3
29713,1
27268,2
20010,1
1089,3
10135,1
1816,1
41996,1
29640,1
42453,1
41023,1
12177,3
9700,4
1091,1
29516,3
9695,1
42392,1
42087,1
12074,1
1227,1
1073,2
29217,1
29395,2
2088,2
42205,1
12559,1
12139,1
1276,1
29378,1
42017,2
1753,1
27122,1
27306,1
29225,1
26869,2
9873,2
29571,1
1834,2
1487,1
27286,1
27337,3
29525,1
29436,1
1332,1
12084,1
1998,2
2008,1
9786,3
42279,3
29455,3
2043,1
42470,1
1456,1
1970,2
29460,1
26971,2
10010,2
1695,1
9986,1
9746,3
9842,2
27352,2
1004,2
1179,1
12286,1
26958,2
1723,1
12520,1
1822,2
12448,1
42223,1
2032,3
2135,2
1120,1
29219,1
1710,1
12564,1
27192,2
29232,1
29488,1
1219,2
1002,1
42175,1
9974,2
29678,1
1106,2
12241,1
10000,2
12201,1
42030,1
29630,1
2116,2
12227,2
27244,2
9968,2
1780,1
9761,1
29238,1
29218,2
12195,1
9942,3
29470,1
12321,1
1911,1
9981,2
12270,1
27198,2
27050,1
1919,1
29222,2
29649,1
1851,2
42450,1
1054,3
42178,1
1242,1
1477,1
27303,2
12519,1
27190,1
1672,1
27154,1
42327,1
12176,2
2080,3
42305,2
1063,1
29420,1
12437,2
9902,2
12180,2
1795,2
12463,1
29405,1
1684,3
29665,2
29715,1
12082,2
2036,2
42241,1
42122,1
12154,1
1769,1
12259,1
42111,1
1959,1
12390,1
26953,2
10058,2
42091,2
27119,2
1814,1
1357,1
10036,1
26991,5
29536,1
2075,1
10106,1
29587,2
27327,1
27107,1
9977,1
9833,1
10035,2
1169,1
1803,3
42199,1
9967,1
42055,1
12518,2
9949,1
27171,1
9936,3
27229,2
1930,2
10025,2
1457,1
9706,2
29302,2
1042,1
29694,3
1859,3
10157,1
12516,2
1690,2
42285,1
42440,1
27264,1
42218,1
29684,1
1087,1
9889,2
12080,1
12433,1
12413,1
12334,2
9916,1
42455,1
29224,2
12144,1
12502,1
9812,2
1660,2
9711,1
27015,1
12324,2
1825,1
12411,3
9924,1
29578,1
1464,2
27148,1
9994,3
12541,2
42359,1
1929,1
1876,1
1055,1
9886,1
1340,3
26883,3
12533,1
42198,2
2151,1
26935,3
12285,1
29452,2
27155,2
9670,1
26951,2
42183,3
12399,2
1489,1
12160,1
1141,1
27077,1
29524,1
29698,3
29233,3
10161,1
1203,1
1291,1
12424,3
10051,1
27129,1
27319,2
12528,2
12536,1
42494,1
12271,3
2028,2
29550,1
12281,1
42061,1
26898,1
10033,2
1093,1
12335,1
27149,1
9767,2
42159,2
42489,1
1920,2
12135,1
12280,1
1209,1
1108,1
29311,1
9964,1
1334,1
27199,2
1164,1
27342,1
1713,2
27191,2
26875,1
10143,1
12072,1
1650,1
9778,2
29331,1
27124,2
42420,1
12117,1
29353,3
12506,1
12111,3
1216,2
12570,1
27195,1
42134,1
9927,2
26960,3
29494,1
27312,1
29363,2
1316,1
27019,1
1318,1
27279,1
12242,2
9855,2
12085,1
1956,2
12565,1
12192,1
26862,1
9879,1
42195,1
1160,2
27262,2
26941,1
9792,1
42403,1
42117,1
2035,1
1471,1
29314,1
42491,2
10136,3
12525,1
12729,1
1832,1
27102,1
26855,1
29400,1
12206,2
42231,1
38789,3
1166,1
1427,2
1488,2
10132,1
10040,2
9928,1
42033,3
12453,1
1181,2
27032,1
10053,2
1211,2
10076,3
1352,1
26942,1
27267,3
1324,2
1712,1
12491,3
1301,1
1804,3
29372,1
2068,2
1384,1
27088,1
1879,1
1302,1
9731,1
42052,1
2122,1
42045,1
12225,1
12359,1
2124,1
29633,2
1354,2
1017,1
1465,1
1328,1
9832,1
29342,1
1052,1
12229,3
29241,1
1788,5
27263,2
1450,1
27174,1
1667,2
9857,1
12361,1
26982,1
29663,1
10114,1
27146,2
10131,2
10140,3
27143,2
12420,1
29231,1
42090,1
1719,1
9762,1
9899,1
1036,1
1808,1
27038,2
42463,3
9819,3
12073,2
1986,1
27293,1
27269,1
9790,4
9943,3
42272,1
42194,1
1399,1
1827,1
26994,2
42036,2
1273,1
27211,2
9663,2
42079,1
42103,1
29646,1
2050,2
1325,2
41993,1
1072,2
12093,1
2063,1
42497,2
42447,1
29341,1
42173,1
2054,2
27151,1
9755,1
9858,2
29335,2
29361,1
42326,1
26908,1
27023,1
42449,1
10141,2
29387,1
9907,2
42269,1
2076,3
42008,2
12329,2
9952,2
27117,1
27072,2
1148,1
1735,1
42255,1
2085,1
1130,1
26929,2
12501,1
9836,2
42104,1
29245,1
29474,2
29533,2
2150,2
1476,2
1451,1
10065,3
10086,2
9978,1
27345,1
29259,2
27144,2
9665,1
27066,1
29481,2
1103,3
9721,2
42197,3
26872,2
